variable,1639530000000,1639533600000,1639537200000,1639540800000,1639544400000,1639548000000,1639551600000,1639555200000,1639558800000,1639562400000,1639566000000,1639569600000,1639573200000,1639576800000,1639580400000,1639584000000,1639587600000,1639591200000,1639594800000,1639598400000,1639602000000,1639605600000,1639609200000,1639612800000
P_th_plus_Assth_DHW_House1,0.0,0.0,0.0,0.0,0.0,0.0,7.0528798,29.379731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2973443,0.0,0.0
P_th_plus_Assth_DHW_House10,0.0,0.0,0.0,0.0,0.0,0.0,0.064763571,0.10179388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House11,0.0,0.0,0.0,0.0,0.0,0.0,7.8764112,11.39792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House12,0.0,0.0,0.0,0.0,0.0,0.0,5.6831194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86706835,0.0,0.0
P_th_plus_Assth_DHW_House13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0124382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House16,0.0,0.0,0.0,0.0,0.0,0.0,5.9010343,11.227789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.952629,0.0,0.0
P_th_plus_Assth_DHW_House17,0.0,0.0,0.0,0.0,0.0,0.0,10.206867,12.087936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House18,0.0,0.0,0.0,0.0,0.0,0.0,0.4000445,8.6019458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.565833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House20,0.0,0.0,0.0,0.0,0.0,0.0,0.69597769,7.4971538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House21,0.0,0.0,0.0,0.0,0.0,0.0,1.0310004,8.6414061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090118293,0.37483738,0.0,0.0,0.0
P_th_plus_Assth_DHW_House22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4629671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House23,0.0,0.0,0.0,0.0,0.0,0.0,10.774893,11.406345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3354811,0.0,0.0,0.0,0.0,0.0,1.435883,0.0,0.0
P_th_plus_Assth_DHW_House24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4352581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1282891,0.0,0.0,0.0,0.0,0.0,2.8160875,0.0,0.0
P_th_plus_Assth_DHW_House25,0.0,0.0,0.0,0.0,0.0,0.0,6.5499436,12.153813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House26,0.0,0.0,0.0,0.0,0.0,0.0,4.2042737,10.435012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House27,0.0,0.0,0.0,0.0,0.0,0.0,1.9570694,6.0203979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.748298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House29,0.0,0.0,0.0,0.0,0.0,0.0,0.34149359,1.2224897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6756737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House3,0.0,0.0,0.0,0.0,0.0,0.0,11.895089,4.5614528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House30,0.0,0.0,0.0,0.0,0.0,0.0,0.85344158,8.6718384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9219692,0.0,0.0
P_th_plus_Assth_DHW_House31,0.0,0.0,0.0,0.0,0.0,0.0,1.9837139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House32,0.0,0.0,0.0,0.0,0.0,0.0,7.2225034,23.727536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7738866,0.0,0.0
P_th_plus_Assth_DHW_House33,0.0,0.0,0.0,0.0,0.0,0.0,20.045551,40.947091,0.0,0.0,0.0,0.0,0.0,0.0,8.3875088,0.0,0.0,0.0,0.0,0.0,0.0,4.4389938,0.0,0.0
P_th_plus_Assth_DHW_House34,0.0,0.0,0.0,0.0,0.0,0.0,33.951705,24.927425,0.0,0.0,0.0,0.0,0.0,0.0,0.12226126,3.7399446,0.0,0.0,0.0,4.5854376,0.0,13.525217,0.0,0.0
P_th_plus_Assth_DHW_House35,0.0,0.0,0.0,0.0,0.0,0.0,33.186533,21.931073,0.0,0.0,0.0,0.0,0.0,0.0,4.7770044,4.4680524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.523017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House37,0.0,0.0,0.0,0.0,0.0,0.0,2.9599218,4.3223783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House38,0.0,0.0,0.0,0.0,0.0,0.0,4.9187725,0.12339368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2058766,0.0,0.0,0.0,0.0,0.0,1.6005219,0.0,0.0
P_th_plus_Assth_DHW_House39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.644779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8283395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2273723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House40,0.0,0.0,0.0,0.0,0.0,0.0,2.6015913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1801411,1.2128809,0.0,0.0,0.0,0.0,0.0,0.22533897,0.0,0.0
P_th_plus_Assth_DHW_House41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House42,0.0,0.0,0.0,0.0,0.0,0.0,1.9419111,0.89090187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5430521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3575849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_th_plus_Assth_DHW_House46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8603438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7657807,0.0,0.0
