,mean,standard_deviation,maximum,minimum,q_value,number_of_houses,dispatching
0,32.99495301145227,28.90780643563064,221.40000000000003,0.0,74.8,49,True
1,32.96912643153368,44.66290492446655,424.7000000000001,0.0,94.19999999999999,49,False
